constituency_code,candidate_party_code,candidate_votes,win,winner,assembly_code
NA164,Pakistan Tehreek-e-Insaf,82084,82084,1,NA
NA164,Tehreek Labbaik Pakistan,11066,82084,,NA
NA165,Independent,25474,99287,,NA
NA165,Pakistan Muslim League (N),65536,99287,,NA
NA165,Pakistan Peoples Party Parliamentarians,15363,99287,,NA
NA165,Pakistan Tehreek-e-Insaf,99287,99287,1,NA
NA165,Tehreek Labbaik Pakistan,8162,99287,,NA
NA166,Independent,104227,104227,1,NA
NA166,Pakistan Peoples Party Parliamentarians,4127,104227,,NA
NA166,Pakistan Tehreek-e-Insaf,93020,104227,,NA
NA166,Tehreek Labbaik Pakistan,18084,104227,,NA
NA167,Independent,49276,91390,,NA
NA167,Mutahida Majlis-e-Amal Pakistan,3132,91390,,NA
NA167,Pakistan Muslim League (N),91390,91390,1,NA
NA167,Pakistan Muslim League (Zia-ul-Haq Shaheed),830,91390,,NA
NA167,Pakistan Peoples Party Parliamentarians,4851,91390,,NA
NA167,Pakistan Tehreek-e-Insaf,49543,91390,,NA
NA167,Tehreek Labbaik Pakistan,10207,91390,,NA
NA168,Independent,14913,124226,,NA
NA168,Pakistan Awami Raj,670,124226,,NA
NA168,Pakistan Human Party,617,124226,,NA
NA168,Pakistan Muslim League (N),124226,124226,1,NA
NA168,Pakistan Peoples Party Parliamentarians,2767,124226,,NA
NA168,Pakistan Tehreek-e-Insaf,74521,124226,,NA
NA168,Tehreek Labbaik Pakistan,9556,124226,,NA
NA169,All Pakistan Muslim League,432,164224,,NA
NA169,Amun Taraqqi Party,87,164224,,NA
NA169,Independent,58192,164224,,NA
NA169,Mutahida Majlis-e-Amal Pakistan,1529,164224,,NA
NA169,Pakistan Muslim League (N),164224,164224,1,NA
NA169,Pakistan Peoples Party Parliamentarians,474,164224,,NA
NA169,Tehreek Labbaik Pakistan,17894,164224,,NA
NA17,Allah-O-Akbar Tehreek,2175,172609,,NA
NA17,Awami National Party,2592,172609,,NA
NA17,Independent,6494,172609,,NA
NA17,Mutahida Majlis-e-Amal Pakistan,3728,172609,,NA
NA17,Pakistan Falah Party,831,172609,,NA
NA17,Pakistan Muslim League,382,172609,,NA
NA17,Pakistan Muslim League (N),132756,172609,,NA
NA17,Pakistan Peoples Party Parliamentarians,2933,172609,,NA
NA17,Pakistan Tehreek-e-Insaf,172609,172609,1,NA
NA17,Tehreek Labbaik Pakistan,9637,172609,,NA
NA17,Tehrik Jawanan Pakistan,451,172609,,NA
NA170,All Pakistan Muslim League,500,84421,,NA
NA170,Independent,850,84421,,NA
NA170,Mutahida Majlis-e-Amal Pakistan,14934,84421,,NA
NA170,Pakistan Muslim League (N),74520,84421,,NA
NA170,Pakistan Peoples Party Parliamentarians,4937,84421,,NA
NA170,Pakistan Tehreek-e-Insaf,84421,84421,1,NA
NA170,Tehreek Labbaik Pakistan,5302,84421,,NA
NA171,Independent,24155,99748,,NA
NA171,Mutahida Majlis-e-Amal Pakistan,1777,99748,,NA
NA171,Pakistan Muslim League (N),99748,99748,1,NA
NA171,Pakistan Peoples Party Parliamentarians,15731,99748,,NA
NA171,Pakistan Tehreek-e-Insaf,88431,99748,,NA
NA171,Tehreek Labbaik Pakistan,7546,99748,,NA
NA172,Independent,1365,106390,,NA
NA172,Pakistan Muslim League,106390,106390,1,NA
NA172,Pakistan Muslim League (N),101974,106390,,NA
NA172,Pakistan Peoples Party Parliamentarians,5783,106390,,NA
NA172,Tehreek Labbaik Pakistan,9180,106390,,NA
NA173,Independent,12765,86142,,NA
NA173,Pakistan Muslim League (N),86142,86142,1,NA
NA173,Pakistan Peoples Party Parliamentarians,44892,86142,,NA
NA173,Pakistan Tehreek-e-Insaf,60211,86142,,NA
NA173,Tehreek Labbaik Pakistan,6039,86142,,NA
NA174,Independent,71282,71282,1,NA
NA174,Pakistan Peoples Party Parliamentarians,51364,71282,,NA
NA174,Pakistan Quami Yakjehti Party,576,71282,,NA
NA174,Pakistan Tehreek-e-Insaf,63886,71282,,NA
NA175,Independent,47181,96967,,NA
NA175,Mutahida Majlis-e-Amal Pakistan,1588,96967,,NA
NA175,Pakistan Peoples Party Parliamentarians,89113,96967,,NA
NA175,Pakistan Tehreek-e-Insaf,96967,96967,1,NA
NA175,Tehreek Labbaik Pakistan,1685,96967,,NA
NA176,Independent,32096,78536,,NA
NA176,Pakistan Muslim League (N),78536,78536,1,NA
NA176,Pakistan Peoples Party Parliamentarians,39949,78536,,NA
NA176,Pakistan Supreme Democratic,708,78536,,NA
NA176,Pakistan Tehreek-e-Insaf,59860,78536,,NA
NA177,Independent,11957,100768,,NA
NA177,Mutahida Majlis-e-Amal Pakistan,2090,100768,,NA
NA177,Pakistan Awami Raj,2118,100768,,NA
NA177,Pakistan Muslim League (N),31842,100768,,NA
NA177,Pakistan Peoples Party Parliamentarians,64645,100768,,NA
NA177,Pakistan Tehreek-e-Insaf,100768,100768,1,NA
NA177,Tehreek Labbaik Pakistan,3298,100768,,NA
NA178,Independent,3712,93355,,NA
NA178,Pakistan Muslim League (N),51296,93355,,NA
NA178,Pakistan Peoples Party Parliamentarians,93355,93355,1,NA
NA178,Pakistan Tehreek-e-Insaf,49010,93355,,NA
NA179,Allah-O-Akbar Tehreek,2002,110828,,NA
NA179,Independent,4323,110828,,NA
NA179,Mutahida Majlis-e-Amal Pakistan,3848,110828,,NA
NA179,Pakistan Muslim League (N),88795,110828,,NA
NA179,Pakistan Peoples Party Parliamentarians,35709,110828,,NA
NA179,Pakistan Tehreek-e-Insaf,110828,110828,1,NA
NA179,Pakistan Tehreek-e-Insaf (Nazriati),111,110828,,NA
NA179,Tehreek Labbaik Pakistan,3218,110828,,NA
NA179,Tehreek-e-Labbaik Islam,501,110828,,NA
NA18,Awami National Party,26211,78969,,NA
NA18,Awami Workers Party,832,78969,,NA
NA18,Independent,13222,78969,,NA
NA18,Jamiat Ulama-e-Islam Nazaryati Pakistan,5960,78969,,NA
NA18,Mutahida Majlis-e-Amal Pakistan,34354,78969,,NA
NA18,Pakistan Muslim League (N),24664,78969,,NA
NA18,Pakistan Tehreek-e-Insaf,78969,78969,1,NA
NA18,Qaumi Watan Party,3337,78969,,NA
NA180,Allah-O-Akbar Tehreek,1554,72003,,NA
NA180,Independent,40098,72003,,NA
NA180,Pakistan Muslim League (N),55026,72003,,NA
NA180,Pakistan Peoples Party Parliamentarians,72003,72003,1,NA
NA180,Pakistan Tehreek-e-Insaf,46530,72003,,NA
NA180,Pakistan Tehreek-e-Insaf (Nazriati),856,72003,,NA
NA180,Tehreek Labbaik Pakistan,4712,72003,,NA
NA181,Allah-O-Akbar Tehreek,1330,127988,,NA
NA181,Independent,127988,127988,1,NA
NA181,Pakistan National Muslim League,202,127988,,NA
NA181,Pakistan Peoples Party Parliamentarians,19606,127988,,NA
NA181,Pakistan Tehreek-e-Insaf,48866,127988,,NA
NA182,Independent,5923,53055,,NA
NA182,Pakistan Awami Raj,50415,53055,,NA
NA182,Pakistan Muslim League (N),47589,53055,,NA
NA182,Pakistan Peoples Party Parliamentarians,53055,53055,1,NA
NA182,Pakistan Tehreek-e-Insaf,34014,53055,,NA
NA182,Tehreek Labbaik Pakistan,6604,53055,,NA
NA183,Independent,73916,73916,1,NA
NA183,Mutahida Majlis-e-Amal Pakistan,994,73916,,NA
NA183,Pakistan Muslim League (N),3050,73916,,NA
NA183,Pakistan Peoples Party Parliamentarians,54922,73916,,NA
NA183,Pakistan Tehreek-e-Insaf,36322,73916,,NA
NA183,Tehreek Labbaik Pakistan,35125,73916,,NA
NA184,Amun Taraqqi Party,1790,54778,,NA
NA184,Independent,46594,54778,,NA
NA184,Mutahida Majlis-e-Amal Pakistan,1683,54778,,NA
NA184,Pakistan Awami Raj,40329,54778,,NA
NA184,Pakistan Muslim League (N),5730,54778,,NA
NA184,Pakistan Peoples Party Parliamentarians,54778,54778,1,NA
NA184,Pakistan Tehreek-e-Insaf,34929,54778,,NA
NA184,Tehreek Labbaik Pakistan,11505,54778,,NA
NA184,Tehreek-e-Labbaik Islam,1167,54778,,NA
NA185,Independent,105616,105616,1,NA
NA185,Pakistan Awami Raj,9313,105616,,NA
NA185,Pakistan Tehreek-e-Insaf,72822,105616,,NA
NA185,Tehreek Labbaik Pakistan,8280,105616,,NA
NA186,Independent,44438,62869,,NA
NA186,Jamiat Ulema-e-Pakistan (Noorani),727,62869,,NA
NA186,Pakistan Muslim League (N),19321,62869,,NA
NA186,Pakistan Peoples Party Parliamentarians,53523,62869,,NA
NA186,Pakistan Tehreek-e-Insaf,62869,62869,1,NA
NA186,Tehreek Labbaik Pakistan,9662,62869,,NA
NA187,All Pakistan Muslim League,1050,85822,,NA
NA187,Independent,85822,85822,1,NA
NA187,Pakistan Awami Raj,427,85822,,NA
NA187,Pakistan Muslim League (N),61448,85822,,NA
NA187,Pakistan Peoples Party Parliamentarians,19476,85822,,NA
NA187,Pakistan Tehreek-e-Insaf,85459,85822,,NA
NA187,Tehreek Labbaik Pakistan,6879,85822,,NA
NA188,All Pakistan Muslim League,883,109468,,NA
NA188,Independent,20442,109468,,NA
NA188,Mutahida Majlis-e-Amal Pakistan,2106,109468,,NA
NA188,Pakistan Muslim League (N),102986,109468,,NA
NA188,Pakistan Peoples Party Parliamentarians,37505,109468,,NA
NA188,Pakistan Tehreek-e-Insaf,109468,109468,1,NA
NA188,Tehreek Labbaik Pakistan,6228,109468,,NA
NA189,Aam Admi Tehreek Pakistan,828,78596,,NA
NA189,All Pakistan Muslim League,2221,78596,,NA
NA189,Independent,45982,78596,,NA
NA189,Mutahida Majlis-e-Amal Pakistan,15160,78596,,NA
NA189,National Party,297,78596,,NA
NA189,Pakistan Awami Raj,8392,78596,,NA
NA189,Pakistan Muslim League (N),520,78596,,NA
NA189,Pakistan Peoples Party Parliamentarians,11927,78596,,NA
NA189,Pakistan Tehreek-e-Insaf,78596,78596,1,NA
NA189,Tehreek Labbaik Pakistan,2957,78596,,NA
NA19,Awami National Party,53286,83903,,NA
NA19,Awami Workers Party,1167,83903,,NA
NA19,Mutahida Majlis-e-Amal Pakistan,31373,83903,,NA
NA19,Pakistan Muslim League,163,83903,,NA
NA19,Pakistan Muslim League (N),13977,83903,,NA
NA19,Pakistan Peoples Party Parliamentarians,16152,83903,,NA
NA19,Pakistan Tehreek-e-Insaf,83903,83903,1,NA
NA19,Qaumi Watan Party,1276,83903,,NA
NA19,Tehrik Jawanan Pakistan,2404,83903,,NA
NA190,Independent,73308,73308,1,NA
NA190,Pakistan Peoples Party Parliamentarians,6201,73308,,NA
NA190,Pakistan Tehreek-e-Insaf,71974,73308,,NA
NA190,Tehreek Labbaik Pakistan,6347,73308,,NA
NA191,All Pakistan Muslim League (Jinnah),542,79817,,NA
NA191,Allah-O-Akbar Tehreek,464,79817,,NA
NA191,Independent,37954,79817,,NA
NA191,Muttahida Qaumi Movement Pakistan,169,79817,,NA
NA191,Pakistan Muslim League (N),54548,79817,,NA
NA191,Pakistan Peoples Party Parliamentarians,7961,79817,,NA
NA191,Pakistan Sunni Tehreek,753,79817,,NA
NA191,Pakistan Tehreek-e-Insaf,79817,79817,1,NA
NA191,Tehreek Labbaik Pakistan,3664,79817,,NA
NA192,Allah-O-Akbar Tehreek,617,80598,,NA
NA192,Pakistan Justice and Democratic Party,552,80598,,NA
NA192,Pakistan Muslim League (N),67699,80598,,NA
NA192,Pakistan Peoples Party Parliamentarians,6620,80598,,NA
NA192,Pakistan Tehreek-e-Insaf,80598,80598,1,NA
NA192,Tehreek Labbaik Pakistan,4521,80598,,NA
NA196,Independent,10415,92274,,NA
NA196,Mutahida Majlis-e-Amal Pakistan,12739,92274,,NA
NA196,Pak Sarzameen Party,467,92274,,NA
NA196,Pakistan Peoples Party Parliamentarians,86876,92274,,NA
NA196,Pakistan Reh-e- Haq Party,295,92274,,NA
NA196,Pakistan Tehreek-e-Insaf,92274,92274,1,NA
NA197,Grand Democratic Alliance,2362,84742,,NA
NA197,Independent,14041,84742,,NA
NA197,Majlis Wahdat-e-Muslimeen Pakistan,1522,84742,,NA
NA197,Mutahida Majlis-e-Amal Pakistan,47326,84742,,NA
NA197,Pakistan Peoples Party Parliamentarians,84742,84742,1,NA
NA198,Independent,51351,64335,,NA
NA198,Mutahida Majlis-e-Amal Pakistan,27050,64335,,NA
NA198,Pakistan Peoples Party Parliamentarians,64335,64335,1,NA
NA198,Pakistan Tehreek-e-Insaf,3118,64335,,NA
NA199,Grand Democratic Alliance,62785,62785,1,NA
NA199,Independent,1601,62785,,NA
NA199,Mutahida Majlis-e-Amal Pakistan,16663,62785,,NA
NA199,Pakistan Peoples Party Parliamentarians,55987,62785,,NA
NA2,Awami National Party,10049,52853,,NA
NA2,Independent,1680,52853,,NA
NA2,Mutahida Majlis-e-Amal Pakistan,12331,52853,,NA
NA2,Pakhtoonkhwa Milli Awami Party,2942,52853,,NA
NA2,Pakistan Muslim League (N),33809,52853,,NA
NA2,Pakistan Peoples Party Parliamentarians,11803,52853,,NA
NA2,Pakistan Tehreek-e-Insaf,52853,52853,1,NA
NA20,Awami National Party,38713,78140,,NA
NA20,Mutahida Majlis-e-Amal Pakistan,28840,78140,,NA
NA20,Pakistan Muslim League (N),5355,78140,,NA
NA20,Pakistan Peoples Party Parliamentarians,36312,78140,,NA
NA20,Pakistan Tehreek-e-Insaf,78140,78140,1,NA
NA200,Independent,6353,84473,,NA
NA200,Mutahida Majlis-e-Amal Pakistan,50854,84473,,NA
NA200,Pak Sarzameen Party,105,84473,,NA
NA200,Pakistan Peoples Party (Shaheed Bhutto),1647,84473,,NA
NA200,Pakistan Peoples Party Parliamentarians,84473,84473,1,NA
NA200,Pakistan Sunni Tehreek,450,84473,,NA
NA200,Pakistan Tehreek-e-Insaf,8501,84473,,NA
NA201,Grand Democratic Alliance,69111,97051,,NA
NA201,Independent,6663,97051,,NA
NA201,Pakistan Peoples Party Parliamentarians,97051,97051,1,NA
NA201,Pakistan Tehreek-e-Insaf,10305,97051,,NA
NA202,Independent,9251,72159,,NA
NA202,Mutahida Majlis-e-Amal Pakistan,36046,72159,,NA
NA202,Pakistan Peoples Party (Shaheed Bhutto),794,72159,,NA
NA202,Pakistan Peoples Party Parliamentarians,72159,72159,1,NA
NA202,Pakistan Tehreek-e-Insaf,9631,72159,,NA
NA203,Awami Workers Party,1418,80026,,NA
NA203,Grand Democratic Alliance,6854,80026,,NA
NA203,Independent,1190,80026,,NA
NA203,Pakistan Peoples Party (Shaheed Bhutto),2555,80026,,NA
NA203,Pakistan Peoples Party Parliamentarians,80026,80026,1,NA
NA203,Pakistan Tehreek-e-Insaf,12982,80026,,NA
NA203,Sindh United Party,302,80026,,NA
NA204,Independent,96075,99878,,NA
NA204,Mutahida Majlis-e-Amal Pakistan,7406,99878,,NA
NA204,Pakistan Justice and Democratic Party,555,99878,,NA
NA204,Pakistan Peoples Party Parliamentarians,99878,99878,1,NA
NA204,Pakistan Reh-e- Haq Party,155,99878,,NA
NA205,Independent,78833,78833,1,NA
NA205,Mutahida Majlis-e-Amal Pakistan,36956,78833,,NA
NA205,Pakistan Peoples Party Parliamentarians,41843,78833,,NA
NA206,All Pakistan Muslim League,204,84646,,NA
NA206,Independent,2247,84646,,NA
NA206,Mutahida Majlis-e-Amal Pakistan,14431,84646,,NA
NA206,Pak Sarzameen Party,79,84646,,NA
NA206,Pakistan Peoples Party Parliamentarians,84646,84646,1,NA
NA206,Pakistan Reh-e- Haq Party,2392,84646,,NA
NA206,Pakistan Tehreek-e-Insaf,58726,84646,,NA
NA207,Awami Workers Party,157,70725,,NA
NA207,Independent,8043,70725,,NA
NA207,Mutahida Majlis-e-Amal Pakistan,20850,70725,,NA
NA207,Muttahida Qaumi Movement Pakistan,1610,70725,,NA
NA207,Pak Sarzameen Party,107,70725,,NA
NA207,Pakistan Muslim League (N),2663,70725,,NA
NA207,Pakistan Peoples Party Parliamentarians,70725,70725,1,NA
NA207,Pakistan Reh-e- Haq Party,118,70725,,NA
NA207,Pakistan Tehreek-e-Insaf,60319,70725,,NA
NA207,Tabdeeli Pasand Party (Pakistan),2331,70725,,NA
NA208,Grand Democratic Alliance,58192,107947,,NA
NA208,Independent,5223,107947,,NA
NA208,Mutahida Majlis-e-Amal Pakistan,972,107947,,NA
NA208,Pak Sarzameen Party,146,107947,,NA
NA208,Pakistan Peoples Party Parliamentarians,107947,107947,1,NA
NA208,Pakistan Reh-e- Haq Party,906,107947,,NA
NA209,Grand Democratic Alliance,76046,95921,,NA
NA209,Independent,2094,95921,,NA
NA209,Mutahida Majlis-e-Amal Pakistan,1087,95921,,NA
NA209,Pakistan Peoples Party Parliamentarians,95921,95921,1,NA
NA209,Sindh United Party,464,95921,,NA
NA209,Tehreek Labbaik Pakistan,1902,95921,,NA
NA21,Awami National Party,69883,69883,1,NA
NA21,Independent,457,69883,,NA
NA21,Mutahida Majlis-e-Amal Pakistan,17630,69883,,NA
NA21,Pakistan Freedom Movement,471,69883,,NA
NA21,Pakistan Peoples Party Parliamentarians,8141,69883,,NA
NA21,Pakistan Tehreek-e-Insaf,69824,69883,,NA
NA210,Grand Democratic Alliance,78381,90718,,NA
NA210,Independent,9368,90718,,NA
NA210,Mutahida Majlis-e-Amal Pakistan,2156,90718,,NA
NA210,Pakistan Peoples Party Parliamentarians,90718,90718,1,NA
NA210,Pakistan Reh-e- Haq Party,1818,90718,,NA
NA211,Grand Democratic Alliance,80502,110926,,NA
NA211,Independent,4656,110926,,NA
NA211,Mutahida Majlis-e-Amal Pakistan,762,110926,,NA
NA211,Muttahida Qaumi Movement Pakistan,363,110926,,NA
NA211,Pak Sarzameen Party,159,110926,,NA
NA211,Pakistan Falah Party,88,110926,,NA
NA211,Pakistan Muslim League (N),6276,110926,,NA
NA211,Pakistan Peoples Party Parliamentarians,110926,110926,1,NA
NA211,Pakistan Tehreek-e-Insaf,1263,110926,,NA
NA211,Tehreek Labbaik Pakistan,2013,110926,,NA
NA212,Grand Democratic Alliance,84397,90307,,NA
NA212,Independent,12700,90307,,NA
NA212,Mutahida Majlis-e-Amal Pakistan,3345,90307,,NA
NA212,Pakistan Peoples Party Parliamentarians,90307,90307,1,NA
NA212,Pakistan Tehreek-e-Insaf,3621,90307,,NA
NA213,Allah-O-Akbar Tehreek,291,101362,,NA
NA213,Grand Democratic Alliance,54344,101362,,NA
NA213,Independent,6195,101362,,NA
NA213,Mutahida Majlis-e-Amal Pakistan,4433,101362,,NA
NA213,Muttahida Qaumi Movement Pakistan,3871,101362,,NA
NA213,Pak Sarzameen Party,395,101362,,NA
NA213,Pakistan Muslim League (N),7803,101362,,NA
NA213,Pakistan Peoples Party Parliamentarians,101362,101362,1,NA
NA213,Pakistan Tehreek-e-Insaf,5074,101362,,NA
NA213,Tehreek Labbaik Pakistan,4241,101362,,NA
NA215,Grand Democratic Alliance,77292,77861,,NA
NA215,Independent,4159,77861,,NA
NA215,Muttahida Qaumi Movement Pakistan,280,77861,,NA
NA215,Pakistan Muslim League (N),2713,77861,,NA
NA215,Pakistan Peoples Party (Shaheed Bhutto),355,77861,,NA
NA215,Pakistan Peoples Party Parliamentarians,77861,77861,1,NA
NA215,Pakistan Tehreek-e-Insaf,2621,77861,,NA
NA216,Grand Democratic Alliance,70548,80698,,NA
NA216,Independent,5728,80698,,NA
NA216,Mutahida Majlis-e-Amal Pakistan,917,80698,,NA
NA216,Pakistan Peoples Party Parliamentarians,80698,80698,1,NA
NA216,Pakistan Tehreek-e-Insaf,781,80698,,NA
NA217,Grand Democratic Alliance,43760,103221,,NA
NA217,Independent,2109,103221,,NA
NA217,Jamiat Ulema-e-Pakistan (Noorani),543,103221,,NA
NA217,Mutahida Majlis-e-Amal Pakistan,7558,103221,,NA
NA217,Muttahida Qaumi Movement Pakistan,974,103221,,NA
NA217,Pakistan Peoples Party Parliamentarians,103221,103221,1,NA
NA217,Pasban Pakistan,631,103221,,NA
NA217,Sindh United Party,151,103221,,NA
NA218,All Pakistan Muslim League,330,78520,,NA
NA218,Independent,78520,78520,1,NA
NA218,Mutahida Majlis-e-Amal Pakistan,2301,78520,,NA
NA218,Muttahida Qaumi Movement Pakistan,4984,78520,,NA
NA218,Pak Sarzameen Party,677,78520,,NA
NA218,Pakistan Muslim League (N),1903,78520,,NA
NA218,Pakistan Peoples Party Parliamentarians,67571,78520,,NA
NA218,Pakistan Reh-e- Haq Party,2339,78520,,NA
NA218,Pakistan Tehreek-e-Insaf,8806,78520,,NA
NA218,Tabdeeli Pasand Party (Pakistan),831,78520,,NA
NA218,Tehreek Labbaik Pakistan,2353,78520,,NA
NA219,Grand Democratic Alliance,51145,105823,,NA
NA219,Independent,15248,105823,,NA
NA219,Pak Sarzameen Party,545,105823,,NA
NA219,Pakistan Muslim League (N),2311,105823,,NA
NA219,Pakistan Peoples Party Parliamentarians,105823,105823,1,NA
NA219,Tabdeeli Pasand Party (Pakistan),533,105823,,NA
NA22,Awami National Party,27184,58519,,NA
NA22,Mutahida Majlis-e-Amal Pakistan,56303,58519,,NA
NA22,Pakistan Muslim League (N),36570,58519,,NA
NA22,Pakistan Muslim League (Zia-ul-Haq Shaheed),546,58519,,NA
NA22,Pakistan Peoples Party Parliamentarians,13330,58519,,NA
NA22,Pakistan Tehreek-e-Insaf,58519,58519,1,NA
NA22,Tehreek-e-Labbaik Islam,2615,58519,,NA
NA220,Independent,890,163287,,NA
NA220,Mutahida Majlis-e-Amal Pakistan,416,163287,,NA
NA220,Pakistan Muslim League (N),5097,163287,,NA
NA220,Pakistan Peoples Party Parliamentarians,163287,163287,1,NA
NA220,Pakistan Tehreek-e-Insaf,104376,163287,,NA
NA220,Sindh United Party,1046,163287,,NA
NA221,Independent,2791,79098,,NA
NA221,Mutahida Majlis-e-Amal Pakistan,1174,79098,,NA
NA221,Pakistan Peoples Party Parliamentarians,79098,79098,1,NA
NA221,Pakistan Tehreek-e-Insaf,72127,79098,,NA
NA221,Tehreek Labbaik Pakistan,1996,79098,,NA
NA222,Allah-O-Akbar Tehreek,1043,107692,,NA
NA222,Grand Democratic Alliance,88365,107692,,NA
NA222,Independent,23252,107692,,NA
NA222,Pakistan Peoples Party Parliamentarians,107692,107692,1,NA
NA222,Tehreek Labbaik Pakistan,1981,107692,,NA
NA223,Grand Democratic Alliance,50367,109960,,NA
NA223,Independent,5693,109960,,NA
NA223,Majlis Wahdat-e-Muslimeen Pakistan,3529,109960,,NA
NA223,Mutahida Majlis-e-Amal Pakistan,6101,109960,,NA
NA223,Pak Sarzameen Party,254,109960,,NA
NA223,Pakistan Muslim League (N),665,109960,,NA
NA223,Pakistan Peoples Party (Shaheed Bhutto),1005,109960,,NA
NA223,Pakistan Peoples Party Parliamentarians,109960,109960,1,NA
NA223,Pakistan Tehreek-e-Insaf,1845,109960,,NA
NA223,Sindh United Party,99,109960,,NA
NA224,Grand Democratic Alliance,71746,97399,,NA
NA224,Independent,5640,97399,,NA
NA224,Majlis Wahdat-e-Muslimeen Pakistan,946,97399,,NA
NA224,Mutahida Majlis-e-Amal Pakistan,7839,97399,,NA
NA224,Muttahida Qaumi Movement Pakistan,998,97399,,NA
NA224,Pakistan Peoples Party Parliamentarians,97399,97399,1,NA
NA224,Pakistan Reh-e- Haq Party,547,97399,,NA
NA224,Sindh United Party,117,97399,,NA
NA224,Tehreek Labbaik Pakistan,4442,97399,,NA
NA225,Grand Democratic Alliance,4841,81987,,NA
NA225,Independent,1043,81987,,NA
NA225,Pak Sarzameen Party,621,81987,,NA
NA225,Pakistan Peoples Party Parliamentarians,81987,81987,1,NA
NA225,Pakistan Tehreek-e-Insaf,50987,81987,,NA
NA225,Pasban Pakistan,564,81987,,NA
NA225,Sindh United Party,426,81987,,NA
NA226,All Pakistan Muslim League,813,46693,,NA
NA226,Allah-O-Akbar Tehreek,2120,46693,,NA
NA226,Independent,1363,46693,,NA
NA226,Mohajir Qaumi Movement (Pakistan),337,46693,,NA
NA226,Mutahida Majlis-e-Amal Pakistan,4516,46693,,NA
NA226,Muttahida Qaumi Movement Pakistan,46693,46693,1,NA
NA226,Pak Sarzameen Party,8567,46693,,NA
NA226,Pakistan Muslim League (N),3642,46693,,NA
NA226,Pakistan Peoples Party Parliamentarians,28676,46693,,NA
NA226,Pakistan Tehreek-e-Insaf,38692,46693,,NA
NA226,Tehreek Labbaik Pakistan,10234,46693,,NA
NA227,All Pakistan Muslim League,1047,52055,,NA
NA227,Independent,2746,52055,,NA
NA227,Jamiat Ulema-e-Pakistan (Noorani),20510,52055,,NA
NA227,Mutahida Majlis-e-Amal Pakistan,8350,52055,,NA
NA227,Muttahida Qaumi Movement Pakistan,52055,52055,1,NA
